OBJECTID,Site name,Number of spills,Spill duration (hours per year),Percent of reporting operational,Company name,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,DISTRICT_COUNCIL,CATC_NAME,PERMIT_NUMBER,RECEIVING_WATER,REC_ENV_CODE_DESCRIPTION,Outlet type,Grid reference,Effluent type,Year of Data,Disputed,Disputed data detail,x,y
1881,DELVES ROAD/NO 2 CSO,13,3,98.63,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),OFF DELVES ROAD (R/O NO 41),SHEFFIELD,DON AND TRIBS,WRA8729 1,SHIRE BROOK,Freshwater river,Sewage - water company,SK4267083980,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,442390,383970
1882,DENBY DALE ROAD/CSO,1,20,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DENBY DALE ROAD,WAKEFIELD,CALDER AND TRIBS,2411 1,TRIBUTARY OF THE RIVER CALDER,Freshwater river,Sewage - water company,TA9999999999,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,432150,417740
1883,DENE PLACE/NO 2 CSO,132,3109,92.79,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DENE PLACE,CALDERDALE,CALDER AND TRIBS,WRA9083 1,HEBBLE BROOK,Freshwater river,Sewage - water company,SE0912025730,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,409120,425731
1884,DERBY ROAD NORTH/CSO,54,202,94.51,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DERBY ROAD (OPP NO.74),CHESTERFIELD,DON AND TRIBS,WRA9090 1,RIVER ROTHER,Freshwater river,Sewage - water company,SK3855070170,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,438550,370170
1885,DEVERON GROVE/NO 2 CSO,0,0,99.72,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DEVERON GROVE,KIRKLEES,CALDER AND TRIBS,WRA7972 1,CLAYTON DIKE,Freshwater river,Sewage - water company,SE1347017770,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,413470,417770
1886,DEVONSHIRE CRESCENT/CSO,17,5,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),ADJ 1 DEVONSHIRE CRESCENT,LEEDS,AIRE AND TRIBS,1068 1,FOX WOOD BECK,Freshwater river,Sewage - water company,SE3255038190,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,432550,438190
1887,DEWSBURY MOOR/CSO,43,82,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),LOWFIELD ROAD,KIRKLEES,CALDER AND TRIBS,3342 1,SPEN RIVER,Freshwater river,Sewage - water company,SE2233021620,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,422320,421620
1888,DEWSBURY ROAD 51/NO 2 CSO,86,186,99.72,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),NEAR CONTEX HOUSE,LEEDS,AIRE AND TRIBS,NPSWQD005961 1,COTTON MILL BECK,Freshwater river,Sewage - water company,SE28232865,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,428210,428570
1889,DOBB LANE/NO 2 CSO,56,310,99.17,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DOBB LANE CO-OP LANE NO 2,KIRKLEES,CALDER AND TRIBS,WRA8425 1,STUBBIN CLOUGH,Freshwater river,Sewage - water company,SE1261907095,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,412619,407095
1890,DOCKFIELD ROAD/CSO,0,0,,YORKSHIRE WATER SERVICES LTD,Pumping Station on Sewerage Network (water company),DOCKFIELD ROAD,BRADFORD,AIRE AND TRIBS,NPSWQD004589 1,RIVER AIRE,Freshwater river,Sewage - water company,SE1518037950,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,415000,437850
1891,DODGEHOLME/CSO,67,270,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DODGEHOLME DRIVE (OFF),CALDERDALE,CALDER AND TRIBS,WRA8131 1,HEBBLE BROOK,Freshwater river,Sewage - water company,SE0661027490,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,406610,427490
1892,DOGLEY/CSO,38,41,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DOGLEY LANE (OFF),KIRKLEES,CALDER AND TRIBS,WRA9237 1,WOODSOME BECK,Freshwater river,Sewage - water company,SE1869013780,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,418690,413780
1893,DONCASTER INTERCHANGE/CSO,8,30,99.72,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),NORTH BRIDGE ROAD,DONCASTER,DON AND TRIBS,WRA8327 1,CULVERTED RIVER CHESWOLD,Freshwater river,Sewage - water company,SE5718003430,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,457180,403430
1894,DOWLEY GAP/STW,,0,,YORKSHIRE WATER SERVICES LTD,WwTW/Sewage Treatment Works (water company),WAGON LANE,BRADFORD,AIRE AND TRIBS,2502 2,RIVER AIRE,Freshwater river,Sewage - water company,SE1220038200,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,412000,438200
1895,DOWLEY GAP/STW,,0,,YORKSHIRE WATER SERVICES LTD,WwTW/Sewage Treatment Works (water company),WAGON LANE,BRADFORD,AIRE AND TRIBS,2502 3,RIVER AIRE,Freshwater river,Sewage - water company,SE1220038200,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,412000,438200
1896,DRIVER TERRACE/CSO,208,296,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),ADJ TO 67 DRIVER TERRACE,LEEDS,AIRE AND TRIBS,WRA9295 1,RIVER AIRE,Freshwater river,Sewage - water company,SE2883033472,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,428830,433472
1897,DRONFIELD TIP/CSO,7,5,99.72,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),MILL LANE (ADJ INDUSTRIAL EST),N.E. DERBYSHIRE,DON AND TRIBS,WRA9253 1,RIVER DRONE,Freshwater river,Sewage - water company,SK3630078070,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,436300,378070
1898,DRONFIELD/STW,68,149,,YORKSHIRE WATER SERVICES LTD,WwTW/Sewage Treatment Works (water company),SUMMERLEY LANE,N.E. DERBYSHIRE,DON AND TRIBS,1863 2,RIVER DRONE,Freshwater river,Sewage - water company,SK3670077900,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,436750,377810
1899,DUDLEY ROAD/CSO,2,1,98.09,YORKSHIRE WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),DUDLEY ROAD,SHEFFIELD,,EPRUP3128XD 1,RIVER DON,Freshwater river,Sewage - water company,SK3297390870,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,432973,390870
1900,DUNCOMBE STREET/CSO,12,7,99.18,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),INGLEBY ROAD,BRADFORD,AIRE AND TRIBS,WRA7091 1,BRADFORD BECK,Freshwater river,Sewage - water company,SE1459033220,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,414590,433220
1901,DYHOUSE LANE/CSO,16,3,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DYEHOUSE LANE,CALDERDALE,,EPRFB3896AR 1,RIVER CALDER,Freshwater river,Sewage - water company,SE1499722533,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,415212,422282
1902,DYKE VALE ROAD 1/CSO,6,0,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DYKE VALE ROAD,SHEFFIELD,DON AND TRIBS,WRA9219 1,SHIRE BROOK,Freshwater river,Sewage - water company,SK4082084410,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,440820,384410
1903,EASINGWOLD YORK RD/2 CSO,25,71,92.61,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),EASINGWOLD,HAMBLETON,OUSE (NON TIDAL) AND TRIB,27/24/0181 1,LEASMIRES DRAIN,Freshwater river,Sewage - water company,SE5333069110,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,453330,469110
1904,EAST ARDSLEY/NO 2 CSO,10,3,99.72,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),COMMON LANE OPPOSITE SHANKLAN,LEEDS,AIRE AND TRIBS,2397 1,TRIBUTARY OF DOLPHIN BECK,Freshwater river,Sewage - water company,SE2992026110,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,429920,426110
1905,EAST CRESCENT/CSO,0,0,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),SOUTH TERRACE,SCARBOROUGH,ESK AND STREAMS TO N SEA,27/29/0074 1,RIVER ESK TIDAL,Freshwater river,Sewage - water company,NZ8984011380,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,489840,511380
1906,EAST WITTON/CSO,18,70,83.02,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),0FF A6108 OPP TENNIS COURT,RICHMONDSHIRE,URE AND TRIBS,27/22/0109 1,TRIB OF RIVER URE,Freshwater river,Sewage - water company,SE1470086220,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,414700,486220
1907,EASTBURN/CSO,28,138,87.13,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),EASTBURN BECK HARDINGS LANE,CRAVEN,AIRE AND TRIBS,WRA7994 1,RIVER AIRE,Freshwater river,Sewage - water company,SE0213045300,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,402130,445300
1908,EASTFIELD FARM/CSO,0,0,0.00,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),OFF HARROGATE ROAD,HARROGATE,NIDD AND TRIBS,27/21/0256 1,CRIMPLE BECK,Freshwater river,Sewage - water company,SE3650051100,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,436500,451100
1909,EASTGATE LEEDS/NO 2 CSO,24,509,98.90,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),EASTGATE,LEEDS,AIRE AND TRIBS,WRA8204 1,LADY BECK,Freshwater river,Sewage - water company,SE3068033740,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,430680,433740
1910,ECCLESALL ROAD/CSO,57,94,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),ECCELSALL ROAD,SHEFFIELD,DON AND TRIBS,3675 1,RIVER PORTER,Freshwater river,Sewage - water company,SK3447086260,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,434470,386260
1911,ECKINGTON/CSO,0,0,98.09,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),PIPWORTH LANE,N.E. DERBYSHIRE,DON AND TRIBS,C4277 1,RIVER MOSS,Freshwater river,Sewage - water company,SK4378079910,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,443780,379910
1912,ELLAND LANE/CSO,4,4,99.72,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),ELLAND LANE FOOTBRIDGE,CALDERDALE,CALDER AND TRIBS,C5059 1,RIVER CALDER,Freshwater river,Sewage - water company,SE1109021540,SEWAGE DISCHARGES - UNSPECIFIED - WATER COMPANY,2019,,,411000,421500
1913,ELSECAR/CSO,70,416,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),OPP 162 WATH ROAD,BARNSLEY,DON AND TRIBS,WRA7955 1,KNOLL BECK,Freshwater river,Sewage - water company,SE3892000360,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,438920,400360
1914,ELVINGTON BECK/CSO,23,367,100,YORKSHIRE WATER SERVICES LTD,Pumping Station on Sewerage Network (water company),CHURCH LANE (TRACK OFF),YORK UA,DERWENT AND TRIBS,27/28/0121 1,ELVINGTON BECK,Freshwater river,Sewage - water company,SE7023047440,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,470230,447440
1915,EMBSAY/CSO,0,0,0.00,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),BOW BRIDGE UPPER SKIPTON RD,CRAVEN,AIRE AND TRIBS,WRA9313 1,EMBSAY BECK,Freshwater river,Sewage - water company,SE0057053330,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,400570,453330
1916,ENDCLIFFE PARK/CSO,31,76,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),REAR OF TENNIS COURTS,SHEFFIELD,DON AND TRIBS,NPSWQD008877 1,PORTER BROOK,Freshwater river,Sewage - water company,SK3321085780,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,432989,385782
1917,ESHOLT LANE 291/CSO,11,19,99.72,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),ESHOLT LANE,BRADFORD,AIRE AND TRIBS,WRA8497 1,RIVER AIRE,Freshwater river,Sewage - water company,SE1791040110,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,417910,440110
1918,FACTORY LANE/CSO,62,237,86.47,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FACTORY LANE,KIRKLEES,CALDER AND TRIBS,WRA9180 1,TRIBUTARY OF THE RIVER COLNE,Freshwater river,Sewage - water company,SE1202015860,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,412020,415860
1919,FAIRTHORN ROAD/NO 2 CSO,23,32,98.63,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FAIRTHORN ROAD,SHEFFIELD,DON AND TRIBS,WRA8164 1,FIRTH PARK STREAM,Freshwater river,Sewage - water company,SK3679091620,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,436790,391620
1920,FALDING STREET/CSO,8,19,99.72,YORKSHIRE WATER SERVICES LTD,Extraction of Crude Petroleum + Natural Gas,COPLEY LANE,WAKEFIELD,Not Applicable,3094 1,BLACKBURN BROOK,Freshwater river,Sewage - water company,SK3562096040,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,408478,422432
1921,FARNLEY RING ROAD/CSO,35,61,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),OFF PUDSEY ROAD,LEEDS,AIRE AND TRIBS,C4966 1,FARNLEY BECK,Freshwater river,Sewage - water company,SE2467033550,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,424670,433540
1922,FARTOWN BRADFORD RD/CSO,14,10,,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),BRADFORD ROAD,KIRKLEES,CALDER AND TRIBS,2579 1,RIVER COLNE,Freshwater river,Sewage - water company,SE1520017530,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,415201,417530
1923,FEATHERSTONE/NO 2 CSO,36,44,29.50,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),WAKEFIELD RD A645 OPP PUBLIC HSE,WAKEFIELD,CALDER AND TRIBS,WRA8171 1,TRIB OF WENT BECK,Freshwater river,Sewage - water company,SE4224020000,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,442240,420000
1924,FENAY LANE/CSO,64,383,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FENAY LANE,KIRKLEES,CALDER AND TRIBS,WRA8434 1,FENAY BECK,Freshwater river,Sewage - water company,SE1815015570,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,418150,415570
1925,FERNLEA GROVE/CSO,36,52,14.05,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FERNLEA GROVE PICINIC AREA,KIRKLEES,CALDER AND TRIBS,WRA7519 1,RIVER COLNE,Freshwater river,Sewage - water company,SE1018015130,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,410180,415130
1926,FERRYBRIDGE/CSO,3,21,100,YORKSHIRE WATER SERVICES LTD,Pumping Station on Sewerage Network (water company),KIRKHAW LANE,WAKEFIELD,AIRE AND TRIBS,WRA7552 1,FRYSTON BECK,Freshwater river,Sewage - water company,SE4801024870,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,448010,424870
1927,FIELD 4751 MELMERBY/CSO,13,0,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),WOBECK LANE (OFF),HARROGATE,URE AND TRIBS,2601 1,TRIB NORTON BK/NUNWICK BK/,Freshwater river,Sewage - water company,SE3270076400,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,432700,476400
1928,FIELDEN TERRACE/CSO,5,6,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FIELDEN TERRACE/PARK ROAD JCT,CALDERDALE,CALDER AND TRIBS,WRA9099 1,MAJOR CLOUGH,Freshwater river,Sewage - water company,SD9374024760,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,393740,424760
1929,FIFE STREET/CSO,48,622,95.09,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FIFE STREET (END OF),SHEFFIELD,DON AND TRIBS,WRA9194 1,BLACKBURN BROOK,Freshwater river,Sewage - water company,SK3886092030,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,438860,392030
1930,FIRTH PARK ROAD/NO 2 CSO,21,25,99.72,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FIRTH PARK ROUNDABOUT,SHEFFIELD,DON AND TRIBS,WRA8186 1,FIRTH PARK STREAM,Freshwater river,Sewage - water company,SK3677091340,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,436770,391340
1931,FITZWILLIAM CENTRE/CSO,81,258,99.71,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DONCASTER ROAD,ROTHERHAM,DON AND TRIBS,WA6004 1,RIVER DON,Freshwater river,Sewage - water company,SK4490093920,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,444790,394150
1932,FLANSHAW ROAD/CSO,9,2,72.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FLANSHAW ROAD OPPOSITE NO 51,WAKEFIELD,CALDER AND TRIBS,WRA8583 1,ALVERTHORPE BECK,Freshwater river,Sewage - water company,SE3140020900,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,431400,420900
1933,FLOCKTON PINFOLD LANE/CSO,9,3,94.52,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),PINFOLD LANE (OFF),KIRKLEES,CALDER AND TRIBS,C4236 1,BENTLEY BROOK,Freshwater river,Sewage - water company,SE2450014700,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,424410,414780
1934,FORD END/CSO,0,0,,YORKSHIRE WATER SERVICES LTD,Pumping Station on Sewerage Network (water company),ADJ FORD COTT (OFF CARR LANE),HAMBLETON,SWALE AND TRIBS,27/23/0136 2,THIRLBY BECK,Freshwater river,Sewage - water company,SE4914084070,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,449140,484070
1935,FOSS BANK/CSO,13,27,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),MONKGATE,YORK UA,OUSE (NON TIDAL) AND TRIB,WADC1520 1,RIVER FOSS,Freshwater river,Sewage - water company,SE6086052470,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,460860,452470
1936,FOULRIDGE/CSO,97,391,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),TO FOULRIDGE SEWAGE WORKS,PENDLE,AIRE AND TRIBS,2240 1,COUNTY DYKE,Freshwater river,Sewage - water company,SD8886242637,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,388862,442637
1937,FRASER ROAD/CSO,,0,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FRASER ROAD (ADJACENT NO.180),SHEFFIELD,DON AND TRIBS,WRA9113 1,RIVER SHEAF,Freshwater river,Sewage - water company,SK3424083280,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,434240,383280
1938,FRYSTON/CSO,0,0,,YORKSHIRE WATER SERVICES LTD,Pumping Station on Sewerage Network (water company),"NEAR PLAYGROUND, WHELDON ROAD",WAKEFIELD,AIRE AND TRIBS,NPSWQD009929 1,RIVER AIRE,Freshwater river,Sewage - water company,SE4568027150,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,445540,427020
1939,FULNECK/CSO,18,23,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),DYEHOUSE LANE BACK OF SCHOOL,LEEDS,AIRE AND TRIBS,WRA8590 1,FARSLEY BECK,Freshwater river,Sewage - water company,SE2231034860,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,422310,434860
1940,FULWITHMILL FARM/NO 2 CSO,0,0,95.35,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),OFF FULWITHMILL LANE,HARROGATE,NIDD AND TRIBS,27/21/0144 1,CRIMPLE BECK,Freshwater river,Sewage - water company,SE3176052680,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,431760,452680
1941,FURLONG POND/NO 2 CSO,34,91,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),OFF FURLONG ROAD,BARNSLEY,DON AND TRIBS,3640 1,FAR MOOR DYKE,Freshwater river,Sewage - water company,SE4620003400,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,446160,403350
1942,FURNIVAL ROAD/CSO,3,6,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),FURNIVAL ROAD/EFFINGHAM STREET,SHEFFIELD,DON AND TRIBS,WRA8710 1,RIVER DON,Freshwater river,Sewage - water company,SK3629088090,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,436290,388090
1943,GARGRAVE ROAD/NO 2 CSO,0,0,,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),OUTSIDE 33 GARGRAVE ROAD,BRADFORD,AIRE AND TRIBS,WRA8138 1,ELLER BECK (VIA PUBLIC SEWER),Freshwater river,Sewage - water company,SD9860051740,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,398600,451740
1944,GASWORKS STREET/CSO,21,24,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),GASWORKS ST/JCT. ST ANDREWS ROAD,KIRKLEES,CALDER AND TRIBS,WRA9178 1,RIVER COLNE,Freshwater river,Sewage - water company,SE1515017340,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,415150,417340
1945,GEORGE ST POCKLINGTON/CSO,10,4,69.32,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),OUTSIDE NO 1 GEORGE STREET,E. RIDING OF YORKS U,OUSE (NON TIDAL) AND TRIB,27/28/0150 1,POCKLINGTON BECK,Freshwater river,Sewage - water company,SE8017048960,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,480170,448960
1946,GHYLL ROYD/CSO,32,64,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),REAR OF RETAIL PARK,LEEDS,AIRE AND TRIBS,3495 1,NUNROYD BECK,Freshwater river,Sewage - water company,SE1960041300,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,419530,441320
1947,GIBSON LANE/NO 2 CSO,35,7,92.42,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),GIBSON LANE (REAR OF P/H),SHEFFIELD,DON AND TRIBS,WRA8520 1,LITTLE DON RIVER,Freshwater river,Sewage - water company,SK2699098600,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,426990,398600
1948,GILSTEAD LANE 128/CSO,89,285,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),GILSTEAD LANE,BRADFORD,AIRE AND TRIBS,WRA8139 1,LOADPIT BECK,Freshwater river,Sewage - water company,SE1283039260,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,412830,439260
1949,GILSTEAD LANE 130/2 CSO,0,0,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),GILSTEAD LANE,BRADFORD,AIRE AND TRIBS,WRA8127 1,LITTLE BECK,Freshwater river,Sewage - water company,SE1242038930,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,412421,438930
1950,GLAPWELL BACK LANE/CSO,7,1,99.45,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),BACK LANE ADJ TO NO 2 AND 4,BOLSOVER,DON AND TRIBS,3697 1,TRIBUTARY OF RIVER DOE LEA,Freshwater river,Sewage - water company,SK4768066120,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,447680,366120
1951,GLASSHOUSES BRIDGE/CSO,22,122,100,YORKSHIRE WATER SERVICES LTD,Storm Tank/CSO on Sewerage Network (water company),GLASSHOUSES MILL,HARROGATE,NIDD AND TRIBS,3423(SS) 1,RIVER NIDD,Freshwater river,Sewage - water company,SE1720064400,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,417200,464400
